week,country,nucleotide_diversity,sample_size,year_week
2020-03-15,France,1.3306677702137318e-4,856,2020-W11
2020-03-22,France,1.3182206998424038e-4,857,2020-W12
2020-03-29,France,1.305773629471076e-4,858,2020-W13
2020-04-05,France,1.393108320465339e-4,763,2020-W14
2020-04-12,France,1.5552793324837954e-4,597,2020-W15
2020-04-19,France,1.7174503445022517e-4,430,2020-W16
2020-04-26,France,1.879621356520708e-4,264,2020-W17
2020-05-03,France,2.1199510695038733e-4,137,2020-W18
2020-05-10,France,2.5556775348988117e-4,110,2020-W19
2020-05-17,France,2.9914040002937495e-4,83,2020-W20
2020-05-24,France,3.427130465688688e-4,56,2020-W21
2020-05-31,France,3.862856931083626e-4,29,2020-W22
2020-06-07,France,4.031531102586749e-4,38,2020-W23
2020-06-14,France,4.1556965584412366e-4,52,2020-W24
2020-06-21,France,4.279862014295724e-4,67,2020-W25
2020-06-28,France,4.4040274701502113e-4,82,2020-W26
2020-07-05,France,4.6212902027185085e-4,113,2020-W27
2020-07-12,France,4.908375892822163e-4,155,2020-W28
2020-07-19,France,5.195461582925817e-4,198,2020-W29
2020-07-26,France,5.482547273029471e-4,241,2020-W30
2020-08-02,France,5.714162932930491e-4,282,2020-W31
2020-08-09,France,5.612958411615703e-4,307,2020-W32
2020-08-16,France,5.511753890300914e-4,332,2020-W33
2020-08-23,France,5.410549368986125e-4,357,2020-W34
2020-08-30,France,5.309344847671337e-4,383,2020-W35
2020-09-06,France,5.333718576501376e-4,431,2020-W36
2020-09-13,France,5.408323605389345e-4,488,2020-W37
2020-09-20,France,5.482928634277315e-4,546,2020-W38
2020-09-27,France,5.557533663165284e-4,603,2020-W39
2020-10-04,France,5.627351862057337e-4,624,2020-W40
2020-10-11,France,5.690787620954836e-4,595,2020-W41
2020-10-18,France,5.754223379852334e-4,566,2020-W42
2020-10-25,France,5.817659138749832e-4,538,2020-W43
2020-11-01,France,5.881094897647331e-4,509,2020-W44
2020-11-08,France,7.016938433605667e-4,540,2020-W45
2020-11-15,France,8.152781969564003e-4,571,2020-W46
2020-11-22,France,9.288625505522339e-4,602,2020-W47
2020-11-29,France,0.0010424469041480674,633,2020-W48
2020-12-06,France,0.0012160086345387555,666,2020-W49
2020-12-13,France,0.0014135613156473852,699,2020-W50
2020-12-20,France,0.001611113996756015,733,2020-W51
2020-12-27,France,0.0018086666778646446,766,2020-W52
2021-01-03,France,0.0019353056781632864,784,2021-W01
2021-01-10,France,0.001884660476436959,762,2021-W02
2021-01-17,France,0.0018340152747106317,739,2021-W03
2021-01-24,France,0.0017833700729843042,717,2021-W04
2021-01-31,France,0.001732724871257977,695,2021-W05
2021-02-07,France,0.0016243675468742443,677,2021-W06
2021-02-14,France,0.0015063915353809444,659,2021-W07
2021-02-21,France,0.0013884155238876443,641,2021-W08
2021-02-28,France,0.0012704395123943443,624,2021-W09
2021-03-07,France,0.0012391728328735932,631,2021-W10
2021-03-14,France,0.0012223577086816003,643,2021-W11
2021-03-21,France,0.0012055425844896075,655,2021-W12
2021-03-28,France,0.0011887274602976146,667,2021-W13
2021-04-04,France,0.0011700712365500811,674,2021-W14
2021-04-11,France,0.00114896021339516,674,2021-W15
2021-04-18,France,0.001127849190240239,675,2021-W16
2021-04-25,France,0.001106738167085318,675,2021-W17
2021-05-02,France,0.0011340875925831522,675,2021-W18
2021-05-09,France,0.001452199709997518,677,2021-W19
2021-05-16,France,0.001770311827411884,679,2021-W20
2021-05-23,France,0.0020884239448262496,681,2021-W21
2021-05-30,France,0.0024065360622406154,683,2021-W22
2021-06-06,France,0.0022644792663918502,657,2021-W23
2021-06-13,France,0.001938354905237832,619,2021-W24
2021-06-20,France,0.0016122305440838141,581,2021-W25
2021-06-27,France,0.001286106182929796,543,2021-W26
2021-07-04,France,0.0010803701735517333,509,2021-W27
2021-07-11,France,0.0010351519665416108,482,2021-W28
2021-07-18,France,9.899337595314886e-4,454,2021-W29
2021-07-25,France,9.447155525213662e-4,427,2021-W30
2021-08-01,France,8.994973455112437e-4,399,2021-W31
2021-08-08,France,9.258357777889326e-4,417,2021-W32
2021-08-15,France,9.521742100666214e-4,435,2021-W33
2021-08-22,France,9.785126423443103e-4,453,2021-W34
2021-08-29,France,0.001004851074621999,470,2021-W35
2021-09-05,France,0.0010118829617649437,512,2021-W36
2021-09-12,France,0.00100443494005683,572,2021-W37
2021-09-19,France,9.969869183487161e-4,632,2021-W38
2021-09-26,France,9.895388966406024e-4,692,2021-W39
2021-10-03,France,9.897737917795239e-4,737,2021-W40
2021-10-10,France,0.0010092159790360332,742,2021-W41
2021-10-17,France,0.0010286581662925427,747,2021-W42
2021-10-24,France,0.0010481003535490522,753,2021-W43
2021-10-31,France,0.0010675425408055617,758,2021-W44
2021-11-07,France,0.0015749703955420802,709,2021-W45
2021-11-14,France,0.0021637291948586003,650,2021-W46
2021-11-21,France,0.00275248799417512,591,2021-W47
2021-11-28,France,0.0033412467934916404,532,2021-W48
2021-12-05,France,0.003436404154188702,492,2021-W49
2021-12-12,France,0.0031613604359211705,465,2021-W50
2021-12-19,France,0.0028863167176536387,438,2021-W51
2021-12-26,France,0.0026112729993861073,411,2021-W52
2022-01-02,France,0.0023686110958912386,393,2022-W01
2022-01-09,France,0.0023202400810323496,425,2022-W02
2022-01-16,France,0.0022718690661734605,458,2022-W03
2022-01-23,France,0.0022234980513145715,491,2022-W04
2022-01-30,France,0.0021751270364556824,524,2022-W05
2022-02-06,France,0.0019968463970829143,545,2022-W06
2022-02-13,France,0.0017666019079045944,563,2022-W07
2022-02-20,France,0.0015363574187262743,580,2022-W08
2022-02-27,France,0.0013061129295479543,597,2022-W09
2022-03-06,France,0.00113735311035111,605,2022-W10
2022-03-13,France,9.93187159146856e-4,610,2022-W11
2022-03-20,France,8.490212079426019e-4,615,2022-W12
2022-03-27,France,7.048552567383478e-4,620,2022-W13
2022-04-03,France,6.202028761811739e-4,635,2022-W14
2022-04-10,France,6.843344222417e-4,677,2022-W15
2022-04-17,France,7.484659683022262e-4,719,2022-W16
2022-04-24,France,8.125975143627523e-4,761,2022-W17
2022-05-01,France,8.767290604232785e-4,803,2022-W18
2022-05-08,France,8.539204400686255e-4,814,2022-W19
2022-05-15,France,8.311118197139726e-4,825,2022-W20
2022-05-22,France,8.083031993593197e-4,836,2022-W21
2022-05-29,France,7.854945790046668e-4,847,2022-W22
2022-06-05,France,7.446141526851727e-4,847,2022-W23
2022-06-12,France,6.901798718920477e-4,839,2022-W24
2022-06-19,France,6.357455910989226e-4,830,2022-W25
2022-06-26,France,5.813113103057976e-4,822,2022-W26
2022-07-03,France,5.371279135737479e-4,819,2022-W27
2022-07-10,France,5.185717269943865e-4,830,2022-W28
2022-07-17,France,5.000155404150249e-4,841,2022-W29
2022-07-24,France,4.814593538356635e-4,852,2022-W30
2022-07-31,France,4.6290316725630204e-4,862,2022-W31
2022-08-07,France,5.006065185855098e-4,863,2022-W32
2022-08-14,France,5.476864595661457e-4,862,2022-W33
2022-08-21,France,5.947664005467817e-4,861,2022-W34
2022-08-28,France,6.418463415274176e-4,861,2022-W35
2022-09-04,France,6.928716710047831e-4,859,2022-W36
2022-09-11,France,7.491575184777878e-4,856,2022-W37
2022-09-18,France,8.054433659507925e-4,853,2022-W38
2022-09-25,France,8.617292134237973e-4,850,2022-W39
2022-10-02,France,9.125972702951849e-4,847,2022-W40
2022-10-09,France,9.309585835568698e-4,850,2022-W41
2022-10-16,France,9.493198968185546e-4,853,2022-W42
2022-10-23,France,9.676812100802395e-4,856,2022-W43
2022-10-30,France,9.860425233419244e-4,858,2022-W44
2022-11-06,France,9.977411728172708e-4,855,2022-W45
2022-11-13,France,0.0010067747567780818,849,2022-W46
2022-11-20,France,0.0010158083407388928,844,2022-W47
2022-11-27,France,0.0010248419246997038,838,2022-W48
2022-12-04,France,0.001104922173808182,833,2022-W49
2022-12-11,France,0.0012797313097802166,830,2022-W50
2022-12-18,France,0.001454540445752251,826,2022-W51
2022-12-25,France,0.0016293495817242855,823,2022-W52
2023-01-01,France,0.00180415871769632,819,2023-W01
2023-01-08,France,0.0020739164014609394,792,2023-W02
2023-01-15,France,0.002343674085225559,764,2023-W03
2023-01-22,France,0.0026134317689901782,737,2023-W04
2023-01-29,France,0.0028831894527547976,710,2023-W05
2023-02-05,France,0.0028414694341149156,716,2023-W06
2023-02-12,France,0.002566141138671658,746,2023-W07
2023-02-19,France,0.002290812843228401,777,2023-W08
2023-02-26,France,0.0020154845477851433,808,2023-W09
2023-03-05,France,0.001816462539873654,810,2023-W10
2023-03-12,France,0.0016746702476109908,792,2023-W11
2023-03-19,France,0.0015328779553483276,773,2023-W12
2023-03-26,France,0.0013910856630856643,755,2023-W13
2023-04-02,France,0.0012807028675795328,742,2023-W14
2023-04-09,France,0.0013587770526125914,760,2023-W15
2023-04-16,France,0.00143685123764565,778,2023-W16
2023-04-23,France,0.0015149254226787087,796,2023-W17
2023-04-30,France,0.0015929996077117675,814,2023-W18
2023-05-07,France,0.0015715133415182558,816,2023-W19
2023-05-14,France,0.0015334336667869827,816,2023-W20
2023-05-21,France,0.0014953539920557093,815,2023-W21
2023-05-28,France,0.0014572743173244362,814,2023-W22
2023-06-04,France,0.0014726005816375202,812,2023-W23
2023-06-11,France,0.0015591347646764133,807,2023-W24
2023-06-18,France,0.0016456689477153067,802,2023-W25
2023-06-25,France,0.0017322031307542,796,2023-W26
2023-07-02,France,0.001827627913694403,784,2023-W27
2023-07-09,France,0.001976396296042463,727,2023-W28
2023-07-16,France,0.0021251646783905236,670,2023-W29
2023-07-23,France,0.002273933060738584,612,2023-W30
2023-07-30,France,0.002422701443086644,555,2023-W31
2023-08-06,France,0.002476855904708935,540,2023-W32
2023-08-13,France,0.0024931647980409185,541,2023-W33
2023-08-20,France,0.0025094736913729015,542,2023-W34
2023-08-27,France,0.002525782584704885,543,2023-W35
2023-09-03,France,0.0026126669973207356,547,2023-W36
2023-09-10,France,0.0028759902081462543,558,2023-W37
2023-09-17,France,0.0031393134189717726,569,2023-W38
2023-09-24,France,0.0034026366297972913,580,2023-W39
2023-10-01,France,0.00366595984062281,591,2023-W40
2023-10-08,France,0.004227553506355009,626,2023-W41
2023-10-15,France,0.004789147172087208,662,2023-W42
2023-10-22,France,0.005350740837819407,697,2023-W43
2023-10-29,France,0.005912334503551607,733,2023-W44
2023-11-05,France,0.0058855555361406785,762,2023-W45
2023-11-12,France,0.005417497093872407,786,2023-W46
2023-11-19,France,0.004949438651604134,810,2023-W47
2023-11-26,France,0.004481380209335861,834,2023-W48
2023-12-03,France,0.003954512636803469,852,2023-W49
2023-12-10,France,0.003280622238610774,854,2023-W50
2023-12-17,France,0.0026067318404180795,857,2023-W51
2023-12-24,France,0.001932841442225385,860,2023-W52
2023-12-31,France,0.0012589510440326902,863,2023-W53
2024-01-07,France,0.0011415504613804257,804,2024-W01
2024-01-14,France,0.0011168981813182324,734,2024-W02
2024-01-21,France,0.0010922459012560394,665,2024-W03
2024-01-28,France,0.001067593621193846,596,2024-W04
2024-02-04,France,0.0010878098965332774,531,2024-W05
2024-02-11,France,0.0011678509124082087,474,2024-W06
2024-02-18,France,0.0012478919282831397,416,2024-W07
2024-02-25,France,0.0013279329441580707,359,2024-W08
2024-03-03,France,0.001404042593638648,322,2024-W09
2024-03-10,France,0.0014703238271333414,336,2024-W10
2024-03-17,France,0.0015366050606280346,351,2024-W11
2024-03-24,France,0.0016028862941227279,365,2024-W12
2024-03-31,France,0.0016691675276174212,379,2024-W13
2024-04-07,France,0.001603727121441014,466,2024-W14
2024-04-14,France,0.001516333108652757,565,2024-W15
2024-04-21,France,0.0014289390958645,664,2024-W16
2024-04-28,France,0.001341545083076243,764,2024-W17
2024-05-05,France,0.0013158151573105668,823,2024-W18
2024-05-12,France,0.001336333296811826,851,2024-W19
2024-05-19,France,0.0013568514363130856,880,2024-W20
2024-05-26,France,0.0013773695758143448,909,2024-W21
2024-06-02,France,0.0013856248399195176,935,2024-W22
2024-06-09,France,0.0013203028516481715,938,2024-W23
2024-06-16,France,0.001254980863376825,942,2024-W24
2024-06-23,France,0.0011896588751054787,946,2024-W25
2024-06-30,France,0.0011243368868341323,949,2024-W26
2024-07-07,France,0.0010667536833181132,952,2024-W27
2024-07-14,France,0.001010460277261315,954,2024-W28
2024-07-21,France,9.541668712045168e-4,956,2024-W29
2024-07-28,France,8.978734651477187e-4,958,2024-W30
2024-08-04,France,8.617883301947247e-4,956,2024-W31
2024-08-11,France,8.526475567134694e-4,949,2024-W32
2024-08-18,France,8.435067832322142e-4,941,2024-W33
2024-08-25,France,8.343660097509588e-4,934,2024-W34
2024-09-01,France,8.252252362697036e-4,927,2024-W35
2024-09-08,France,8.530870176689379e-4,933,2024-W36
2024-09-15,France,8.809487990681722e-4,938,2024-W37
2024-09-22,France,9.088105804674064e-4,944,2024-W38
2024-09-29,France,9.366723618666406e-4,949,2024-W39
2024-10-06,France,9.722558861310133e-4,945,2024-W40
2024-10-13,France,0.0010109281075414412,936,2024-W41
2024-10-20,France,0.0010496003289518691,928,2024-W42
2024-10-27,France,0.0010882725503622971,919,2024-W43
2024-11-03,France,0.001119883222129346,899,2024-W44
2024-11-10,France,0.001133840019787947,852,2024-W45
2024-11-17,France,0.001147796817446548,804,2024-W46
2024-11-24,France,0.001161753615105149,757,2024-W47
2024-12-01,France,0.00117571041276375,709,2024-W48
2024-12-08,France,0.001228532474692068,622,2024-W49
2024-12-15,France,0.001281354536620386,535,2024-W50
2024-12-22,France,0.0013341765985487042,448,2024-W51
2024-12-29,France,0.0013869986604770222,360,2024-W52
2025-01-05,France,0.0014631946847133894,306,2025-W01
2025-01-12,France,0.0015569211806807932,275,2025-W02
2025-01-19,France,0.0016506476766481972,245,2025-W03
2025-01-26,France,0.001744374172615601,214,2025-W04
2020-01-26,Italy,2.106267658494137e-4,116,2020-W04
2020-02-02,Italy,2.076754417132565e-4,133,2020-W05
2020-02-09,Italy,1.8701617276015612e-4,253,2020-W06
2020-02-16,Italy,1.6635690380705574e-4,374,2020-W07
2020-02-23,Italy,1.4569763485395535e-4,494,2020-W08
2020-03-01,Italy,1.2503836590085498e-4,614,2020-W09
2020-03-08,Italy,1.8226432426910003e-4,559,2020-W10
2020-03-15,Italy,2.394902826373451e-4,504,2020-W11
2020-03-22,Italy,2.9671624100559014e-4,449,2020-W12
2020-03-29,Italy,3.539421993738352e-4,394,2020-W13
2020-04-05,Italy,3.5916703015550496e-4,331,2020-W14
2020-04-12,Italy,3.253910152472433e-4,263,2020-W15
2020-04-19,Italy,2.916150003389816e-4,195,2020-W16
2020-04-26,Italy,2.5783898543071997e-4,128,2020-W17
2020-05-03,Italy,2.4106418443278673e-4,83,2020-W18
2020-05-10,Italy,2.6679241821067455e-4,97,2020-W19
2020-05-17,Italy,2.9252065198856237e-4,111,2020-W20
2020-05-24,Italy,3.182488857664502e-4,125,2020-W21
2020-05-31,Italy,3.43977119544338e-4,139,2020-W22
2020-06-07,Italy,4.5943419733805404e-4,123,2020-W23
2020-06-14,Italy,5.898460824677414e-4,101,2020-W24
2020-06-21,Italy,7.202579675974288e-4,80,2020-W25
2020-06-28,Italy,8.506698527271162e-4,58,2020-W26
2020-07-05,Italy,8.726453941881407e-4,63,2020-W27
2020-07-12,Italy,8.132936778976684e-4,87,2020-W28
2020-07-19,Italy,7.53941961607196e-4,111,2020-W29
2020-07-26,Italy,6.945902453167237e-4,135,2020-W30
2020-08-02,Italy,6.467237118534105e-4,160,2020-W31
2020-08-09,Italy,6.677682753530524e-4,185,2020-W32
2020-08-16,Italy,6.888128388526944e-4,211,2020-W33
2020-08-23,Italy,7.098574023523362e-4,236,2020-W34
2020-08-30,Italy,7.309019658519781e-4,262,2020-W35
2020-09-06,Italy,7.592020264559779e-4,298,2020-W36
2020-09-13,Italy,7.904042859017207e-4,339,2020-W37
2020-09-20,Italy,8.216065453474635e-4,379,2020-W38
2020-09-27,Italy,8.528088047932063e-4,420,2020-W39
2020-10-04,Italy,8.71509449070019e-4,446,2020-W40
2020-10-11,Italy,8.735412731215916e-4,453,2020-W41
2020-10-18,Italy,8.755730971731642e-4,459,2020-W42
2020-10-25,Italy,8.776049212247367e-4,466,2020-W43
2020-11-01,Italy,8.796367452763092e-4,473,2020-W44
2020-11-08,Italy,9.627697313245778e-4,560,2020-W45
2020-11-15,Italy,0.0010459027173728463,647,2020-W46
2020-11-22,Italy,0.0011290357034211148,734,2020-W47
2020-11-29,Italy,0.0012121686894693833,821,2020-W48
2020-12-06,Italy,0.001317361542792247,843,2020-W49
2020-12-13,Italy,0.001431378343024949,838,2020-W50
2020-12-20,Italy,0.0015453951432576512,834,2020-W51
2020-12-27,Italy,0.001659411943490353,829,2020-W52
2021-01-03,Italy,0.0017464978519210698,819,2021-W01
2021-01-10,Italy,0.0017662565308468236,796,2021-W02
2021-01-17,Italy,0.0017860152097725775,773,2021-W03
2021-01-24,Italy,0.0018057738886983314,750,2021-W04
2021-01-31,Italy,0.0018255325676240853,727,2021-W05
2021-02-07,Italy,0.0016837755532507757,726,2021-W06
2021-02-14,Italy,0.0015150992566609557,728,2021-W07
2021-02-21,Italy,0.0013464229600711358,730,2021-W08
2021-02-28,Italy,0.0011777466634813158,732,2021-W09
2021-03-07,Italy,0.001134749112496717,753,2021-W10
2021-03-14,Italy,0.0011126980191129888,777,2021-W11
2021-03-21,Italy,0.0010906469257292604,801,2021-W12
2021-03-28,Italy,0.001068595832345532,825,2021-W13
2021-04-04,Italy,0.001112962229464054,832,2021-W14
2021-04-11,Italy,0.0012458852805855767,815,2021-W15
2021-04-18,Italy,0.0013788083317070993,798,2021-W16
2021-04-25,Italy,0.001511731382828622,781,2021-W17
2021-05-02,Italy,0.0016598579561863168,767,2021-W18
2021-05-09,Italy,0.0018992056629610443,765,2021-W19
2021-05-16,Italy,0.0021385533697357716,764,2021-W20
2021-05-23,Italy,0.0023779010765104993,762,2021-W21
2021-05-30,Italy,0.0026172487832852266,760,2021-W22
2021-06-06,Italy,0.002479076728653947,746,2021-W23
2021-06-13,Italy,0.002189896769460264,726,2021-W24
2021-06-20,Italy,0.0019007168102665815,707,2021-W25
2021-06-27,Italy,0.0016115368510728986,687,2021-W26
2021-07-04,Italy,0.001387148850919652,674,2021-W27
2021-07-11,Italy,0.001249150129486987,669,2021-W28
2021-07-18,Italy,0.001111151408054322,664,2021-W29
2021-07-25,Italy,9.731526866216568e-4,659,2021-W30
2021-08-01,Italy,8.351539651889917e-4,654,2021-W31
2021-08-08,Italy,8.801476964870065e-4,635,2021-W32
2021-08-15,Italy,9.251414277850213e-4,617,2021-W33
2021-08-22,Italy,9.70135159083036e-4,598,2021-W34
2021-08-29,Italy,0.001015128890381051,579,2021-W35
2021-09-05,Italy,0.0010543159349177746,583,2021-W36
2021-09-12,Italy,0.0010891479643835304,605,2021-W37
2021-09-19,Italy,0.001123979993849286,626,2021-W38
2021-09-26,Italy,0.0011588120233150417,648,2021-W39
2021-10-03,Italy,0.0011727617543892054,665,2021-W40
2021-10-10,Italy,0.0011345057394843896,671,2021-W41
2021-10-17,Italy,0.001096249724579574,676,2021-W42
2021-10-24,Italy,0.001057993709674758,682,2021-W43
2021-10-31,Italy,0.0010197376947699423,688,2021-W44
2021-11-07,Italy,0.001447241233077638,664,2021-W45
2021-11-14,Italy,0.001952371363587419,636,2021-W46
2021-11-21,Italy,0.0024575014940971997,607,2021-W47
2021-11-28,Italy,0.002962631624606981,578,2021-W48
2021-12-05,Italy,0.0031969925086290005,537,2021-W49
2021-12-12,Italy,0.0032282764577851986,487,2021-W50
2021-12-19,Italy,0.0032595604069413967,437,2021-W51
2021-12-26,Italy,0.0032908443560975944,387,2021-W52
2022-01-02,Italy,0.0032932905419643015,340,2022-W01
2022-01-09,Italy,0.0031227101480940603,316,2022-W02
2022-01-16,Italy,0.002952129754223819,291,2022-W03
2022-01-23,Italy,0.002781549360353578,267,2022-W04
2022-01-30,Italy,0.0026109689664833373,242,2022-W05
2022-02-06,Italy,0.0024451804144013612,266,2022-W06
2022-02-13,Italy,0.0022813085990346913,309,2022-W07
2022-02-20,Italy,0.0021174367836680214,352,2022-W08
2022-02-27,Italy,0.0019535649683013515,395,2022-W09
2022-03-06,Italy,0.0017666744256650358,396,2022-W10
2022-03-13,Italy,0.001570576392120862,381,2022-W11
2022-03-20,Italy,0.001374478358576688,367,2022-W12
2022-03-27,Italy,0.001178380325032514,352,2022-W13
2022-04-03,Italy,0.0010222390413852122,351,2022-W14
2022-04-10,Italy,9.659896324800895e-4,384,2022-W15
2022-04-17,Italy,9.097402235749667e-4,418,2022-W16
2022-04-24,Italy,8.53490814669844e-4,452,2022-W17
2022-05-01,Italy,7.972414057647213e-4,486,2022-W18
2022-05-08,Italy,8.503049687537964e-4,494,2022-W19
2022-05-15,Italy,9.033685317428716e-4,502,2022-W20
2022-05-22,Italy,9.564320947319468e-4,510,2022-W21
2022-05-29,Italy,0.001009495657721022,518,2022-W22
2022-06-05,Italy,9.6232297565031e-4,521,2022-W23
2022-06-12,Italy,8.399731097847576e-4,521,2022-W24
2022-06-19,Italy,7.176232439192052e-4,520,2022-W25
2022-06-26,Italy,5.952733780536527e-4,520,2022-W26
2022-07-03,Italy,5.049681764431898e-4,525,2022-W27
2022-07-10,Italy,4.947746354704506e-4,544,2022-W28
2022-07-17,Italy,4.845810944977113e-4,563,2022-W29
2022-07-24,Italy,4.74387553524972e-4,582,2022-W30
2022-07-31,Italy,4.6419401255223277e-4,601,2022-W31
2022-08-07,Italy,5.130094187805283e-4,591,2022-W32
2022-08-14,Italy,5.716596495423296e-4,577,2022-W33
2022-08-21,Italy,6.303098803041309e-4,562,2022-W34
2022-08-28,Italy,6.889601110659322e-4,547,2022-W35
2022-09-04,Italy,7.480461764707801e-4,533,2022-W36
2022-09-11,Italy,8.077133547330234e-4,520,2022-W37
2022-09-18,Italy,8.673805329952667e-4,506,2022-W38
2022-09-25,Italy,9.2704771125751e-4,493,2022-W39
2022-10-02,Italy,9.903748384209917e-4,485,2022-W40
2022-10-09,Italy,0.0010756616589919037,514,2022-W41
2022-10-16,Italy,0.0011609484795628156,543,2022-W42
2022-10-23,Italy,0.0012462353001337274,573,2022-W43
2022-10-30,Italy,0.0013315221207046393,602,2022-W44
2022-11-06,Italy,0.0013663796166954016,604,2022-W45
2022-11-13,Italy,0.001381065382854104,596,2022-W46
2022-11-20,Italy,0.0013957511490128062,588,2022-W47
2022-11-27,Italy,0.0014104369151715086,581,2022-W48
2022-12-04,Italy,0.00145288023203942,576,2022-W49
2022-12-11,Italy,0.00153233361651961,577,2022-W50
2022-12-18,Italy,0.0016117870009998,578,2022-W51
2022-12-25,Italy,0.00169124038547999,578,2022-W52
2023-01-01,Italy,0.00177069376996018,579,2023-W01
2023-01-08,Italy,0.0019895374364016544,567,2023-W02
2023-01-15,Italy,0.002208381102843129,555,2023-W03
2023-01-22,Italy,0.0024272247692846034,542,2023-W04
2023-01-29,Italy,0.002646068435726078,530,2023-W05
2023-02-05,Italy,0.0027743014299252415,528,2023-W06
2023-02-12,Italy,0.0028345764199426715,534,2023-W07
2023-02-19,Italy,0.0028948514099601014,540,2023-W08
2023-02-26,Italy,0.0029551263999775313,546,2023-W09
2023-03-05,Italy,0.0028539476582120716,544,2023-W10
2023-03-12,Italy,0.0026316786176094438,535,2023-W11
2023-03-19,Italy,0.002409409577006816,526,2023-W12
2023-03-26,Italy,0.002187140536404188,518,2023-W13
2023-04-02,Italy,0.001996351159028068,509,2023-W14
2023-04-09,Italy,0.001994439761010994,505,2023-W15
2023-04-16,Italy,0.00199252836299392,500,2023-W16
2023-04-23,Italy,0.001990616964976846,495,2023-W17
2023-04-30,Italy,0.001988705566959772,491,2023-W18
2023-05-07,Italy,0.0019104732820058132,449,2023-W19
2023-05-14,Italy,0.0018195208492290404,401,2023-W20
2023-05-21,Italy,0.0017285684164522674,353,2023-W21
2023-05-28,Italy,0.0016376159836754946,305,2023-W22
2023-06-04,Italy,0.001670099318540056,270,2023-W23
2023-06-11,Italy,0.0018671636769263967,252,2023-W24
2023-06-18,Italy,0.0020642280353127375,234,2023-W25
2023-06-25,Italy,0.002261292393699078,216,2023-W26
2023-07-02,Italy,0.002419521218672612,206,2023-W27
2023-07-09,Italy,0.002344736843169308,245,2023-W28
2023-07-16,Italy,0.0022699524676660036,285,2023-W29
2023-07-23,Italy,0.0021951680921626997,324,2023-W30
2023-07-30,Italy,0.0021203837166593954,364,2023-W31
2023-08-06,Italy,0.0021456982923630298,383,2023-W32
2023-08-13,Italy,0.00221105244854944,395,2023-W33
2023-08-20,Italy,0.00227640660473585,406,2023-W34
2023-08-27,Italy,0.00234176076092226,418,2023-W35
2023-09-03,Italy,0.002433001417534533,424,2023-W36
2023-09-10,Italy,0.002588958325211465,415,2023-W37
2023-09-17,Italy,0.0027449152328883966,407,2023-W38
2023-09-24,Italy,0.0029008721405653286,398,2023-W39
2023-10-01,Italy,0.00305682904824226,390,2023-W40
2023-10-08,Italy,0.003343400225748917,384,2023-W41
2023-10-15,Italy,0.003629971403255573,377,2023-W42
2023-10-22,Italy,0.003916542580762229,371,2023-W43
2023-10-29,Italy,0.0042031137582688866,365,2023-W44
2023-11-05,Italy,0.004547944961719419,366,2023-W45
2023-11-12,Italy,0.004936471184627861,373,2023-W46
2023-11-19,Italy,0.005324997407536302,380,2023-W47
2023-11-26,Italy,0.005713523630444743,387,2023-W48
2023-12-03,Italy,0.005775378583369625,397,2023-W49
2023-12-10,Italy,0.005020555361335604,415,2023-W50
2023-12-17,Italy,0.004265732139301584,433,2023-W51
2023-12-24,Italy,0.003510908917267563,451,2023-W52
2023-12-31,Italy,0.0027560856952335427,469,2023-W53
2024-01-07,Italy,0.0024719485611043738,409,2024-W01
2024-01-14,Italy,0.002266259108292679,336,2024-W02
2024-01-21,Italy,0.0020605696554809854,262,2024-W03
2024-01-28,Italy,0.0018548802026692908,189,2024-W04
2024-02-04,Italy,0.0017630644182716204,134,2024-W05
2024-02-11,Italy,0.0018230801917593145,105,2024-W06
2024-02-18,Italy,0.0018830959652470086,75,2024-W07
2024-02-25,Italy,0.0019431117387347027,45,2024-W08
2024-03-03,Italy,0.0019529487468616493,24,2024-W09
2024-03-10,Italy,0.0018373388415867272,25,2024-W10
2024-03-17,Italy,0.0017217289363118048,26,2024-W11
2024-03-24,Italy,0.0016061190310368827,27,2024-W12
2024-03-31,Italy,0.0014905091257619604,28,2024-W13
2024-04-07,Italy,0.001599105927785144,35,2024-W14
2024-04-14,Italy,0.0017450705143580122,44,2024-W15
2024-04-21,Italy,0.00189103510093088,53,2024-W16
2024-04-28,Italy,0.0020369996875037482,61,2024-W17
2024-05-05,Italy,0.0020580472303720855,75,2024-W18
2024-05-12,Italy,0.0019854069904620244,91,2024-W19
2024-05-19,Italy,0.0019127667505519632,108,2024-W20
2024-05-26,Italy,0.0018401265106419023,125,2024-W21
2024-06-02,Italy,0.0017578831870070474,141,2024-W22
2024-06-09,Italy,0.0016180213610234287,158,2024-W23
2024-06-16,Italy,0.00147815953503981,174,2024-W24
2024-06-23,Italy,0.0013382977090561914,191,2024-W25
2024-06-30,Italy,0.0011984358830725728,208,2024-W26
2024-07-07,Italy,0.0011431154519820057,248,2024-W27
2024-07-14,Italy,0.001101885253373614,292,2024-W28
2024-07-21,Italy,0.0010606550547652223,336,2024-W29
2024-07-28,Italy,0.0010194248561568304,380,2024-W30
2024-08-04,Italy,0.0010023176675467052,395,2024-W31
2024-08-11,Italy,0.0010173744922676014,371,2024-W32
2024-08-18,Italy,0.0010324313169884976,347,2024-W33
2024-08-25,Italy,0.0010474881417093939,324,2024-W34
2024-09-01,Italy,0.00106254496643029,300,2024-W35
2024-09-08,Italy,0.0010897767715106954,316,2024-W36
