week,country,nucleotide_diversity,sample_size,year_week
2022-03-27,USA,0.0011774523994246152,738,2022-W13
2022-04-03,USA,9.362638347177728e-4,749,2022-W14
2022-04-10,USA,9.222753181521981e-4,753,2022-W15
2022-04-17,USA,9.082868015866235e-4,757,2022-W16
2022-04-24,USA,8.942982850210488e-4,761,2022-W17
2022-05-01,USA,8.803097684554742e-4,765,2022-W18
2022-05-08,USA,9.254108974414226e-4,778,2022-W19
2022-05-15,USA,9.70512026427371e-4,791,2022-W20
2022-05-22,USA,0.0010156131554133194,804,2022-W21
2022-05-29,USA,0.001060714284399268,816,2022-W22
2022-06-05,USA,0.0010291477701341082,825,2022-W23
2022-06-12,USA,9.400805234306177e-4,829,2022-W24
2022-06-19,USA,8.51013276727127e-4,833,2022-W25
2022-06-26,USA,7.619460300236364e-4,838,2022-W26
2022-07-03,USA,6.816559287217335e-4,842,2022-W27
2022-07-10,USA,6.233086909237997e-4,844,2022-W28
2022-07-17,USA,5.649614531258659e-4,846,2022-W29
2022-07-24,USA,5.066142153279322e-4,848,2022-W30
2022-07-31,USA,4.4826697752999847e-4,851,2022-W31
2022-08-07,USA,4.828453765394844e-4,846,2022-W32
2022-08-14,USA,5.329113816835402e-4,841,2022-W33
2022-08-21,USA,5.82977386827596e-4,836,2022-W34
2022-08-28,USA,6.33043391971652e-4,830,2022-W35
2022-09-04,USA,6.987676298164758e-4,826,2022-W36
2022-09-11,USA,7.853695112623234e-4,822,2022-W37
2022-09-18,USA,8.719713927081714e-4,819,2022-W38
2022-09-25,USA,9.58573274154019e-4,816,2022-W39
2022-10-02,USA,0.0010435690293564648,812,2022-W40
2022-10-09,USA,0.0011189280270984987,806,2022-W41
2022-10-16,USA,0.0011942870248405327,799,2022-W42
2022-10-23,USA,0.0012696460225825666,792,2022-W43
2022-10-30,USA,0.0013450050203246003,786,2022-W44
2022-11-06,USA,0.0014380256145084434,783,2022-W45
2022-11-13,USA,0.00153811084726901,781,2022-W46
2022-11-20,USA,0.0016381960800295767,779,2022-W47
2022-11-27,USA,0.0017382813127901433,777,2022-W48
2022-12-04,USA,0.001893708710532653,773,2022-W49
2022-12-11,USA,0.0021229256615844195,766,2022-W50
2022-12-18,USA,0.0023521426126361863,760,2022-W51
2022-12-25,USA,0.002581359563687953,753,2022-W52
2023-01-01,USA,0.00281057651473972,746,2023-W01
2023-01-08,USA,0.0026117654655555037,740,2023-W02
2023-01-15,USA,0.002412954416371287,734,2023-W03
2023-01-22,USA,0.0022141433671870707,728,2023-W04
2023-01-29,USA,0.0020153323180028544,723,2023-W05
2023-02-05,USA,0.001825091993117083,710,2023-W06
2023-02-12,USA,0.0016412797114551455,692,2023-W07
2023-02-19,USA,0.0014574674297932078,674,2023-W08
2023-02-26,USA,0.0012736551481312703,656,2023-W09
2023-03-05,USA,0.001160841358577997,645,2023-W10
2023-03-12,USA,0.001101276438106222,640,2023-W11
2023-03-19,USA,0.001041711517634447,635,2023-W12
2023-03-26,USA,9.821465971626723e-4,630,2023-W13
2023-04-02,USA,9.36638851012689e-4,627,2023-W14
2023-04-09,USA,9.754741507934565e-4,636,2023-W15
2023-04-16,USA,0.001014309450574224,645,2023-W16
2023-04-23,USA,0.0010531447503549915,654,2023-W17
2023-04-30,USA,0.001091980050135759,663,2023-W18
2023-05-07,USA,0.0011500130509154026,655,2023-W19
2023-05-14,USA,0.0012112456685281923,644,2023-W20
2023-05-21,USA,0.001272478286140982,633,2023-W21
2023-05-28,USA,0.0013337109037537716,622,2023-W22
2023-06-04,USA,0.001391687674835144,621,2023-W23
2023-06-11,USA,0.00144532331720796,632,2023-W24
2023-06-18,USA,0.001498958959580776,644,2023-W25
2023-06-25,USA,0.001552594601953592,655,2023-W26
2023-07-02,USA,0.0016027285475167287,665,2023-W27
2023-07-09,USA,0.0016318523122217897,666,2023-W28
2023-07-16,USA,0.0016609760769268505,667,2023-W29
2023-07-23,USA,0.0016900998416319115,668,2023-W30
2023-07-30,USA,0.0017192236063369726,669,2023-W31
2023-08-06,USA,0.0017471368436971012,675,2023-W32
2023-08-13,USA,0.0017745658701192571,683,2023-W33
2023-08-20,USA,0.0018019948965414128,691,2023-W34
2023-08-27,USA,0.0018294239229635688,699,2023-W35
2023-09-03,USA,0.001879996793437302,702,2023-W36
2023-09-10,USA,0.001988429274039979,691,2023-W37
2023-09-17,USA,0.002096861754642656,679,2023-W38
2023-09-24,USA,0.002205294235245333,668,2023-W39
2023-10-01,USA,0.00231372671584801,657,2023-W40
2023-10-08,USA,0.0025059815599398167,662,2023-W41
2023-10-15,USA,0.002698236404031624,667,2023-W42
2023-10-22,USA,0.0028904912481234305,673,2023-W43
2023-10-29,USA,0.003082746092215237,678,2023-W44
2023-11-05,USA,0.003545213893225552,676,2023-W45
2023-11-12,USA,0.004210341411924748,669,2023-W46
2023-11-19,USA,0.004875468930623943,663,2023-W47
2023-11-26,USA,0.0055405964493231395,656,2023-W48
2023-12-03,USA,0.005850848192602708,652,2023-W49
2023-12-10,USA,0.005273910497333205,655,2023-W50
2023-12-17,USA,0.004696972802063702,659,2023-W51
2023-12-24,USA,0.0041200351067941995,662,2023-W52
2023-12-31,USA,0.003543097411524696,666,2023-W53
2024-01-07,USA,0.0029751577995699168,659,2024-W01
2024-01-14,USA,0.002408717868167591,652,2024-W02
2024-01-21,USA,0.0018422779367652654,644,2024-W03
2024-01-28,USA,0.0012758380053629398,636,2024-W04
2024-02-04,USA,9.885405567663557e-4,624,2024-W05
2024-02-11,USA,0.0010734330852440934,606,2024-W06
2024-02-18,USA,0.001158325613721831,588,2024-W07
2024-02-25,USA,0.0012432181421995689,570,2024-W08
2024-03-03,USA,0.0012908271568799262,556,2024-W09
2024-03-10,USA,0.0012452273870668326,552,2024-W10
2024-03-17,USA,0.001199627617253739,548,2024-W11
2024-03-24,USA,0.0011540278474406456,544,2024-W12
2024-03-31,USA,0.001108428077627552,541,2024-W13
2024-04-07,USA,0.0011762281586099122,537,2024-W14
2024-04-14,USA,0.0012629282147248477,534,2024-W15
2024-04-21,USA,0.0013496282708397834,530,2024-W16
2024-04-28,USA,0.0014363283269547191,526,2024-W17
2024-05-05,USA,0.0014497033429353807,529,2024-W18
2024-05-12,USA,0.0014080845788153368,537,2024-W19
2024-05-19,USA,0.0013664658146952929,545,2024-W20
2024-05-26,USA,0.001324847050575249,552,2024-W21
2024-06-02,USA,0.0012861105720658478,560,2024-W22
2024-06-09,USA,0.001264667807220304,571,2024-W23
2024-06-16,USA,0.00124322504237476,581,2024-W24
2024-06-23,USA,0.001221782277529216,591,2024-W25
2024-06-30,USA,0.001200339512683672,602,2024-W26
2024-07-07,USA,0.0011975757005032988,605,2024-W27
2024-07-14,USA,0.0011979250471004538,608,2024-W28
2024-07-21,USA,0.001198274393697609,611,2024-W29
2024-07-28,USA,0.001198623740294764,613,2024-W30
2024-08-04,USA,0.0011931621508432116,614,2024-W31
2024-08-11,USA,0.0011799526466600486,613,2024-W32
2024-08-18,USA,0.0011667431424768858,612,2024-W33
2024-08-25,USA,0.0011535336382937228,610,2024-W34
2024-09-01,USA,0.00114032413411056,609,2024-W35
2024-09-08,USA,0.001138700563692769,609,2024-W36
2024-09-15,USA,0.001137076993274978,609,2024-W37
2024-09-22,USA,0.001135453422857187,609,2024-W38
2024-09-29,USA,0.001133829852439396,609,2024-W39
2024-10-06,USA,0.00116390602644012,609,2024-W40
2024-10-13,USA,0.00120666209820825,608,2024-W41
2024-10-20,USA,0.0012494181699763802,607,2024-W42
2024-10-27,USA,0.0012921742417445101,606,2024-W43
2024-11-03,USA,0.0013338348680337734,606,2024-W44
2024-11-10,USA,0.0013727568806258701,608,2024-W45
2024-11-17,USA,0.0014116788932179666,609,2024-W46
2024-11-24,USA,0.0014506009058100633,610,2024-W47
2024-12-01,USA,0.00148952291840216,611,2024-W48
2024-12-08,USA,0.0015568480234392642,617,2024-W49
2024-12-15,USA,0.0016241731284763685,624,2024-W50
2024-12-22,USA,0.0016914982335134725,630,2024-W51
2024-12-29,USA,0.0017588233385505767,636,2024-W52
2025-01-05,USA,0.001813608070584983,638,2025-W01
2025-01-12,USA,0.0018589875228673656,636,2025-W02
2025-01-19,USA,0.001904366975149748,634,2025-W03
2025-01-26,USA,0.0019497464274321307,632,2025-W04
2020-03-01,Canada,1.8602726756378456e-4,925,2020-W09
2020-03-08,Canada,1.9433118834943274e-4,920,2020-W10
2020-03-15,Canada,2.0263510913508088e-4,915,2020-W11
2020-03-22,Canada,2.1093902992072903e-4,910,2020-W12
2020-03-29,Canada,2.192429507063772e-4,905,2020-W13
2020-04-05,Canada,2.3542719960979028e-4,906,2020-W14
2020-04-12,Canada,2.5752169460152704e-4,913,2020-W15
2020-04-19,Canada,2.7961618959326383e-4,919,2020-W16
2020-04-26,Canada,3.0171068458500057e-4,925,2020-W17
2020-05-03,Canada,3.2429337246762144e-4,891,2020-W18
2020-05-10,Canada,3.4809654257745263e-4,758,2020-W19
2020-05-17,Canada,3.7189971268728383e-4,625,2020-W20
2020-05-24,Canada,3.95702882797115e-4,492,2020-W21
2020-05-31,Canada,4.195060529069462e-4,359,2020-W22
2020-06-07,Canada,4.095695816206625e-4,375,2020-W23
2020-06-14,Canada,3.940098367683597e-4,415,2020-W24
2020-06-21,Canada,3.7845009191605686e-4,456,2020-W25
2020-06-28,Canada,3.628903470637541e-4,497,2020-W26
2020-07-05,Canada,3.709162353785316e-4,573,2020-W27
2020-07-12,Canada,3.9663134856861943e-4,678,2020-W28
2020-07-19,Canada,4.223464617587072e-4,782,2020-W29
2020-07-26,Canada,4.4806157494879504e-4,886,2020-W30
2020-08-02,Canada,4.682965791914083e-4,974,2020-W31
2020-08-09,Canada,4.5565092974917423e-4,969,2020-W32
2020-08-16,Canada,4.4300528030694015e-4,963,2020-W33
2020-08-23,Canada,4.30359630864706e-4,957,2020-W34
2020-08-30,Canada,4.1771398142247194e-4,952,2020-W35
2020-09-06,Canada,4.480205973984136e-4,953,2020-W36
2020-09-13,Canada,4.955081195416255e-4,958,2020-W37
2020-09-20,Canada,5.429956416848373e-4,962,2020-W38
2020-09-27,Canada,5.904831638280494e-4,966,2020-W39
2020-10-04,Canada,6.296087341886125e-4,967,2020-W40
2020-10-11,Canada,6.575850355056442e-4,962,2020-W41
2020-10-18,Canada,6.85561336822676e-4,957,2020-W42
2020-10-25,Canada,7.135376381397076e-4,953,2020-W43
2020-11-01,Canada,7.415139394567394e-4,948,2020-W44
2020-11-08,Canada,7.766316207234789e-4,944,2020-W45
2020-11-15,Canada,8.117493019902183e-4,939,2020-W46
2020-11-22,Canada,8.468669832569578e-4,935,2020-W47
2020-11-29,Canada,8.819846645236973e-4,930,2020-W48
2020-12-06,Canada,9.19778337675647e-4,929,2020-W49
2020-12-13,Canada,9.586424075816809e-4,928,2020-W50
2020-12-20,Canada,9.975064774877147e-4,927,2020-W51
2020-12-27,Canada,0.0010363705473937486,926,2020-W52
2021-01-03,Canada,0.00108563456850965,923,2021-W01
2021-01-10,Canada,0.00116089846765022,915,2021-W02
2021-01-17,Canada,0.00123616236679079,906,2021-W03
2021-01-24,Canada,0.0013114262659313601,897,2021-W04
2021-01-31,Canada,0.00138669016507193,888,2021-W05
2021-02-07,Canada,0.0015390942827978216,885,2021-W06
2021-02-14,Canada,0.0017043551036212666,883,2021-W07
2021-02-21,Canada,0.0018696159244447116,881,2021-W08
2021-02-28,Canada,0.0020348767452681568,879,2021-W09
2021-03-07,Canada,0.0021510199046614366,871,2021-W10
2021-03-14,Canada,0.00225897678714969,861,2021-W11
2021-03-21,Canada,0.0023669336696379426,851,2021-W12
2021-03-28,Canada,0.0024748905521261954,842,2021-W13
2021-04-04,Canada,0.002544095146693409,843,2021-W14
2021-04-11,Canada,0.00256163002403257,859,2021-W15
2021-04-18,Canada,0.002579164901371731,875,2021-W16
2021-04-25,Canada,0.002596699778710892,890,2021-W17
2021-05-02,Canada,0.0026183516614431902,902,2021-W18
2021-05-09,Canada,0.0026647055765343128,890,2021-W19
2021-05-16,Canada,0.002711059491625435,877,2021-W20
2021-05-23,Canada,0.002757413406716557,865,2021-W21
2021-05-30,Canada,0.0028037673218076794,853,2021-W22
2021-06-06,Canada,0.002646226598298685,852,2021-W23
2021-06-13,Canada,0.002407128019349644,856,2021-W24
2021-06-20,Canada,0.002168029440400603,860,2021-W25
2021-06-27,Canada,0.001928930861451562,865,2021-W26
2021-07-04,Canada,0.0016851673226361728,861,2021-W27
2021-07-11,Canada,0.0014351838373323198,848,2021-W28
2021-07-18,Canada,0.0011852003520284667,835,2021-W29
2021-07-25,Canada,9.352168667246135e-4,821,2021-W30
2021-08-01,Canada,6.852333814207604e-4,808,2021-W31
2021-08-08,Canada,6.567474306749546e-4,822,2021-W32
2021-08-15,Canada,6.282614799291489e-4,835,2021-W33
2021-08-22,Canada,5.997755291833431e-4,849,2021-W34
2021-08-29,Canada,5.712895784375373e-4,862,2021-W35
2021-09-05,Canada,5.517688102052744e-4,873,2021-W36
2021-09-12,Canada,5.389719288581687e-4,883,2021-W37
2021-09-19,Canada,5.26175047511063e-4,893,2021-W38
2021-09-26,Canada,5.133781661639573e-4,902,2021-W39
2021-10-03,Canada,5.198682356713959e-4,903,2021-W40
2021-10-10,Canada,5.745756823151951e-4,881,2021-W41
2021-10-17,Canada,6.292831289589944e-4,859,2021-W42
2021-10-24,Canada,6.839905756027937e-4,838,2021-W43
2021-10-31,Canada,7.386980222465931e-4,816,2021-W44
2021-11-07,Canada,0.0015379664976864548,795,2021-W45
2021-11-14,Canada,0.00246132847792566,774,2021-W46
2021-11-21,Canada,0.0033846904581648655,754,2021-W47
2021-11-28,Canada,0.004308052438404071,733,2021-W48
2021-12-05,Canada,0.004254638149167846,721,2021-W49
2021-12-12,Canada,0.0034686416578250494,716,2021-W50
2021-12-19,Canada,0.0026826451664822525,711,2021-W51
2021-12-26,Canada,0.001896648675139456,705,2021-W52
2022-01-02,Canada,0.0012321086496084345,701,2022-W01
2022-01-09,Canada,0.0012963074189480661,698,2022-W02
2022-01-16,Canada,0.0013605061882876978,696,2022-W03
2022-01-23,Canada,0.0014247049576273294,693,2022-W04
2022-01-30,Canada,0.001488903726966961,691,2022-W05
2022-02-06,Canada,0.0016139660549206467,696,2022-W06
2022-02-13,Canada,0.001763373806319954,703,2022-W07
2022-02-20,Canada,0.0019127815577192617,711,2022-W08
2022-02-27,Canada,0.002062189309118569,719,2022-W09
2022-03-06,Canada,0.0019262203390123815,752,2022-W10
2022-03-13,Canada,0.0016761006803039957,796,2022-W11
2022-03-20,Canada,0.0014259810215956098,841,2022-W12
2022-03-27,Canada,0.001175861362887224,885,2022-W13
2022-04-03,Canada,9.798071456644305e-4,916,2022-W14
2022-04-10,Canada,9.189165321556175e-4,915,2022-W15
2022-04-17,Canada,8.580259186468045e-4,915,2022-W16
2022-04-24,Canada,7.971353051379914e-4,914,2022-W17
2022-05-01,Canada,7.362446916291783e-4,914,2022-W18
2022-05-08,Canada,7.915107172753516e-4,907,2022-W19
2022-05-15,Canada,8.467767429215248e-4,900,2022-W20
2022-05-22,Canada,9.020427685676979e-4,894,2022-W21
2022-05-29,Canada,9.573087942138711e-4,887,2022-W22
2022-06-05,Canada,9.312445615021086e-4,884,2022-W23
2022-06-12,Canada,8.441826350218943e-4,883,2022-W24
2022-06-19,Canada,7.5712070854168e-4,883,2022-W25
2022-06-26,Canada,6.700587820614657e-4,882,2022-W26
2022-07-03,Canada,5.989725561397595e-4,882,2022-W27
2022-07-10,Canada,5.678255816143235e-4,882,2022-W28
2022-07-17,Canada,5.366786070888876e-4,882,2022-W29
2022-07-24,Canada,5.055316325634516e-4,882,2022-W30
2022-07-31,Canada,4.743846580380157e-4,882,2022-W31
2022-08-07,Canada,5.059586598855272e-4,882,2022-W32
2022-08-14,Canada,5.479861577951967e-4,883,2022-W33
2022-08-21,Canada,5.900136557048662e-4,883,2022-W34
2022-08-28,Canada,6.320411536145357e-4,884,2022-W35
2022-09-04,Canada,6.776745030092505e-4,881,2022-W36
2022-09-11,Canada,7.28115654384026e-4,875,2022-W37
2022-09-18,Canada,7.785568057588014e-4,869,2022-W38
2022-09-25,Canada,8.28997957133577e-4,862,2022-W39
2022-10-02,Canada,8.787392113063355e-4,858,2022-W40
2022-10-09,Canada,9.242810822669926e-4,862,2022-W41
2022-10-16,Canada,9.698229532276497e-4,866,2022-W42
2022-10-23,Canada,0.0010153648241883067,870,2022-W43
2022-10-30,Canada,0.0010609066951489637,875,2022-W44
2022-11-06,Canada,0.0010920141360908084,878,2022-W45
2022-11-13,Canada,0.001117347805025128,881,2022-W46
2022-11-20,Canada,0.0011426814739594476,884,2022-W47
2022-11-27,Canada,0.0011680151428937675,886,2022-W48
2022-12-04,Canada,0.0012077901096164308,879,2022-W49
2022-12-11,Canada,0.0012668201400568855,856,2022-W50
2022-12-18,Canada,0.0013258501704973404,834,2022-W51
2022-12-25,Canada,0.001384880200937795,812,2022-W52
2023-01-01,Canada,0.00144391023137825,790,2023-W01
2023-01-08,Canada,0.0017057630482068622,767,2023-W02
2023-01-15,Canada,0.0019676158650354745,743,2023-W03
2023-01-22,Canada,0.0022294686818640865,720,2023-W04
2023-01-29,Canada,0.0024913214986926986,696,2023-W05
2023-02-05,Canada,0.0026251458576673557,670,2023-W06
2023-02-12,Canada,0.0026629488732515458,642,2023-W07
2023-02-19,Canada,0.002700751888835736,614,2023-W08
2023-02-26,Canada,0.002738554904419926,586,2023-W09
2023-03-05,Canada,0.00263905901069454,581,2023-W10
2023-03-12,Canada,0.0024365889349869715,592,2023-W11
2023-03-19,Canada,0.0022341188592794035,604,2023-W12
2023-03-26,Canada,0.0020316487835718355,615,2023-W13
2023-04-02,Canada,0.0018454091480671502,625,2023-W14
2023-04-09,Canada,0.0017565521537797626,623,2023-W15
2023-04-16,Canada,0.0016676951594923749,620,2023-W16
2023-04-23,Canada,0.0015788381652049874,618,2023-W17
2023-04-30,Canada,0.0014899811709175998,616,2023-W18
2023-05-07,Canada,0.0014590069525869359,623,2023-W19
2023-05-14,Canada,0.0014376798635823925,630,2023-W20
2023-05-21,Canada,0.0014163527745778494,638,2023-W21
2023-05-28,Canada,0.001395025685573306,646,2023-W22
2023-06-04,Canada,0.001408567167786289,655,2023-W23
2023-06-11,Canada,0.0014686000782893067,666,2023-W24
2023-06-18,Canada,0.0015286329887923243,677,2023-W25
2023-06-25,Canada,0.0015886658992953421,688,2023-W26
2023-07-02,Canada,0.0016499493538128772,693,2023-W27
2023-07-09,Canada,0.0017187360724175169,662,2023-W28
2023-07-16,Canada,0.0017875227910221564,632,2023-W29
2023-07-23,Canada,0.001856309509626796,601,2023-W30
2023-07-30,Canada,0.0019250962282314358,571,2023-W31
2023-08-06,Canada,0.0019494880225480915,607,2023-W32
2023-08-13,Canada,0.001956121847149554,670,2023-W33
2023-08-20,Canada,0.001962755671751016,733,2023-W34
2023-08-27,Canada,0.0019693894963524784,796,2023-W35
2023-09-03,Canada,0.0019875743133702588,843,2023-W36
2023-09-10,Canada,0.002034636611428834,849,2023-W37
2023-09-17,Canada,0.0020816989094874093,856,2023-W38
2023-09-24,Canada,0.0021287612075459846,862,2023-W39
2023-10-01,Canada,0.00217582350560456,869,2023-W40
2023-10-08,Canada,0.002373493622867457,860,2023-W41
2023-10-15,Canada,0.002571163740130354,850,2023-W42
2023-10-22,Canada,0.002768833857393251,841,2023-W43
2023-10-29,Canada,0.0029665039746561484,832,2023-W44
2023-11-05,Canada,0.0034213043413361005,828,2023-W45
2023-11-12,Canada,0.0040689523950788445,829,2023-W46
2023-11-19,Canada,0.004716600448821588,829,2023-W47
2023-11-26,Canada,0.0053642485025643324,830,2023-W48
2023-12-03,Canada,0.005692777730371887,830,2023-W49
2023-12-10,Canada,0.005223509893341469,829,2023-W50
2023-12-17,Canada,0.004754242056311052,828,2023-W51
2023-12-24,Canada,0.004284974219280634,827,2023-W52
2023-12-31,Canada,0.0038157063822502166,826,2023-W53
2024-01-07,Canada,0.003291831430887954,839,2024-W01
2024-01-14,Canada,0.0027588552938037176,854,2024-W02
2024-01-21,Canada,0.0022258791567194808,869,2024-W03
2024-01-28,Canada,0.001692903019635244,884,2024-W04
2024-02-04,Canada,0.001367683481692742,895,2024-W05
2024-02-11,Canada,0.0013194727426058869,899,2024-W06
2024-02-18,Canada,0.0012712620035190316,904,2024-W07
2024-02-25,Canada,0.0012230512644321764,908,2024-W08
2024-03-03,Canada,0.0011875118770848813,910,2024-W09
2024-03-10,Canada,0.0011836508690864858,908,2024-W10
2024-03-17,Canada,0.0011797898610880903,905,2024-W11
2024-03-24,Canada,0.001175928853089695,903,2024-W12
2024-03-31,Canada,0.0011720678450912994,900,2024-W13
2024-04-07,Canada,0.001183248657854342,905,2024-W14
2024-04-14,Canada,0.0011969364407442911,911,2024-W15
2024-04-21,Canada,0.00121062422363424,917,2024-W16
2024-04-28,Canada,0.0012243120065241891,922,2024-W17
2024-05-05,Canada,0.0012198266129632997,923,2024-W18
2024-05-12,Canada,0.0012017113370642817,920,2024-W19
2024-05-19,Canada,0.0011835960611652637,917,2024-W20
2024-05-26,Canada,0.0011654807852662455,914,2024-W21
2024-06-02,Canada,0.00114974109559995,910,2024-W22
2024-06-09,Canada,0.00114825492332999,906,2024-W23
2024-06-16,Canada,0.00114676875106003,902,2024-W24
2024-06-23,Canada,0.00114528257879007,899,2024-W25
